Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
14747,S92000003,P,1,2,4,2,2,1,1,1,2,7,3,13,X,1
14750,S92000003,P,0,1,3,1,1,2,1,3,1,4,X,X,X,2
14751,S92000003,P,0,2,6,5,2,1,4,1,2,5,9,11,X,4
14754,S92000003,P,0,1,3,1,1,2,1,5,2,6,2,11,X,2
14758,S92000003,P,3,1,1,1,1,1,1,1,2,X,X,X,X,X
14760,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
14763,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
14764,S92000003,P,3,2,2,1,1,1,2,1,2,6,X,X,X,4
14765,S92000003,P,1,1,6,2,2,1,3,1,2,8,X,X,X,4
14766,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
14767,S92000003,P,2,1,1,1,1,1,3,1,2,X,X,X,X,X
14768,S92000003,P,4,1,1,1,1,2,1,4,2,X,X,X,X,X
14776,S92000003,P,1,1,1,1,1,2,1,3,6,X,X,X,X,X
14777,S92000003,P,4,2,6,3,2,1,2,1,2,1,6,11,3,2
14779,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
14780,S92000003,P,0,2,7,5,2,1,1,1,2,5,6,11,X,4
14781,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,4
14782,S92000003,P,0,2,4,1,2,1,2,1,1,1,6,11,3,4
14783,S92000003,P,1,2,4,2,2,1,3,1,2,7,X,X,X,4
14785,S92000003,P,1,2,8,2,2,1,2,1,2,5,4,12,X,3
14787,S92000003,P,5,1,4,3,2,1,1,1,2,1,7,12,3,4
14791,S92000003,P,0,2,7,3,2,2,5,3,1,8,X,X,X,2
14792,S92000003,P,1,2,2,1,2,1,1,1,2,1,4,11,3,2
14795,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
14796,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
14798,S92000003,P,0,2,5,1,2,2,3,1,2,1,2,13,3,1
14802,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
14803,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
14806,S92000003,P,1,2,4,2,2,1,1,1,1,1,6,10,2,3
14809,S92000003,P,1,2,5,2,2,1,1,1,1,1,6,10,2,2
14813,S92000003,P,4,2,4,1,2,1,2,1,1,7,X,X,X,4
14814,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
14815,S92000003,P,0,2,7,5,2,1,2,1,2,5,2,11,X,2
14817,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,10,3,1
14818,S92000003,P,2,1,4,1,2,1,1,1,2,2,3,12,3,2
14820,S92000003,P,1,2,1,1,1,1,1,2,1,X,X,X,X,X
14823,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
14824,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
14825,S92000003,P,1,2,1,1,2,1,1,4,2,X,X,X,X,X
14826,S92000003,P,1,1,1,1,1,2,1,2,2,X,X,X,X,X
14827,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
14829,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14830,S92000003,P,2,2,4,1,2,1,1,1,1,7,9,13,X,4
14832,S92000003,P,0,2,5,4,2,1,2,1,1,1,6,11,3,4
14834,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
14843,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14845,S92000003,P,1,2,5,2,2,1,1,1,1,7,6,13,X,1
14848,S92000003,P,1,1,1,1,1,2,1,3,2,X,X,X,X,X
14849,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
14850,S92000003,P,2,2,4,1,1,2,1,1,1,4,2,11,2,1
14852,S92000003,P,1,1,5,2,2,1,2,1,1,1,5,11,3,3
14854,S92000003,P,1,1,2,1,1,1,1,1,2,4,9,11,2,2
14856,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,3
14857,S92000003,P,2,1,1,1,1,1,2,1,1,X,X,X,X,X
14858,S92000003,P,1,2,1,1,1,1,2,1,9,X,X,X,X,X
14860,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14862,S92000003,P,0,1,6,1,2,1,2,1,2,1,9,11,3,4
14863,S92000003,P,1,2,5,2,2,1,1,1,1,1,6,11,3,4
14865,S92000003,P,3,1,1,1,1,1,1,1,1,X,X,X,X,X
14870,S92000003,P,0,1,5,1,2,1,1,1,1,1,2,11,3,2
14874,S92000003,P,0,2,2,1,2,1,2,1,1,3,X,X,X,4
14875,S92000003,P,0,2,2,1,1,1,3,1,1,6,6,11,X,2
14876,S92000003,P,1,2,5,2,2,1,1,1,2,7,9,1,X,3
14878,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
14883,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14884,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
14885,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
14886,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
14887,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14888,S92000003,P,1,1,1,1,2,1,2,1,9,X,X,X,X,X
14889,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
14890,S92000003,P,1,2,3,2,2,1,1,1,1,1,2,10,1,1
14896,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
14900,S92000003,P,1,2,5,2,2,2,1,1,1,1,4,10,2,1
14905,S92000003,P,0,1,8,5,2,1,1,1,2,5,9,1,X,4
14909,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
14911,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
14912,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,11,2,3
14915,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
14919,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
14926,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
14927,S92000003,P,0,1,5,4,2,1,3,1,2,8,9,1,X,4
14929,S92000003,P,1,1,1,1,1,2,2,1,1,X,X,X,X,X
14933,S92000003,P,4,2,8,5,2,1,3,1,2,9,6,10,X,4
14938,S92000003,P,1,1,4,2,2,2,2,1,2,1,2,13,4,2
14939,S92000003,P,2,1,4,1,2,1,2,1,1,9,X,X,X,4
14940,S92000003,P,1,2,1,1,2,2,5,1,1,X,X,X,X,X
14941,S92000003,P,4,1,1,1,1,1,1,1,9,X,X,X,X,X
14943,S92000003,P,1,1,5,2,2,1,1,1,2,2,1,12,4,2
14947,S92000003,P,0,2,3,1,2,2,1,1,2,1,3,11,3,2
14949,S92000003,P,4,2,5,4,2,1,3,1,2,8,6,11,X,4
14951,S92000003,P,1,2,8,2,2,1,2,1,2,5,9,1,X,3
14952,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
14954,S92000003,P,1,2,6,2,2,1,1,1,2,1,3,11,2,3
14955,S92000003,P,0,2,8,5,2,1,2,1,2,5,9,10,X,4
14956,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
14958,S92000003,P,1,2,7,2,2,1,3,1,2,5,X,X,X,4
14959,S92000003,P,1,2,6,2,2,1,2,1,2,1,9,10,2,2
14965,S92000003,P,0,2,7,5,2,1,3,1,1,5,2,11,X,2
14968,S92000003,P,0,2,8,1,2,1,3,1,2,5,2,10,X,1
14969,S92000003,P,1,2,4,2,2,1,1,1,2,2,2,10,1,3
14970,S92000003,P,2,2,3,1,2,1,1,1,2,1,2,10,2,3
14971,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14972,S92000003,P,4,2,4,3,2,2,1,1,2,1,2,10,3,1
14974,S92000003,P,4,2,4,4,2,1,1,1,2,1,4,11,2,2
14975,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
14977,S92000003,P,0,2,4,4,2,1,1,1,2,1,2,11,3,1
14978,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14979,S92000003,P,1,2,6,2,2,1,1,1,2,1,6,11,2,1
14981,S92000003,C,X,2,2,1,2,1,1,1,1,9,X,X,X,X
14982,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
14983,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,3
14985,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
14989,S92000003,P,1,1,1,1,2,1,1,1,9,X,X,X,X,X
14990,S92000003,P,1,1,1,1,1,2,1,1,1,X,X,X,X,X
14995,S92000003,P,0,1,4,1,2,1,3,1,1,1,9,1,3,4
14996,S92000003,P,3,2,1,1,1,1,1,1,1,X,X,X,X,X
14998,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
15000,S92000003,P,0,2,7,5,2,1,3,1,2,5,4,11,X,3
15001,S92000003,P,0,1,2,1,2,1,2,1,1,3,6,10,X,4
15002,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
15003,S92000003,P,4,1,1,1,1,1,2,1,9,X,X,X,X,X
15004,S92000003,P,4,2,3,1,2,1,2,1,1,7,X,X,X,4
15007,S92000003,P,5,2,7,1,2,1,3,1,2,5,9,11,X,4
15008,S92000003,P,1,2,1,1,1,1,1,6,6,X,X,X,X,X
15014,S92000003,P,1,1,3,2,2,2,1,3,2,1,9,11,3,4
15016,S92000003,P,0,2,7,4,2,1,3,1,2,5,X,X,X,4
15018,S92000003,P,2,2,2,1,2,1,1,1,1,1,6,13,2,3
15020,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
15025,S92000003,P,0,1,3,1,2,1,1,1,1,1,3,12,3,2
15026,S92000003,P,0,2,2,1,2,1,1,1,1,1,2,10,3,1
15027,S92000003,P,0,2,2,1,1,2,1,3,9,6,X,X,X,2
15034,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
15044,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
15046,S92000003,P,1,2,4,1,2,1,3,1,1,8,X,X,X,1
15049,S92000003,P,1,2,6,2,2,1,1,1,1,1,2,10,4,1
15051,S92000003,P,1,2,2,1,2,1,1,1,1,1,5,11,3,1
15052,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,2
15054,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
15057,S92000003,P,0,2,3,1,2,1,3,1,1,9,X,X,X,4
15058,S92000003,P,1,2,4,2,2,1,1,1,1,1,2,10,2,2
15061,S92000003,P,4,2,4,3,2,1,1,1,1,1,6,10,3,3
15062,S92000003,P,2,2,3,1,2,1,1,1,1,9,6,11,X,2
15063,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
15070,S92000003,P,1,1,5,2,2,1,2,1,1,1,2,10,4,2
15071,S92000003,P,1,2,7,2,2,1,1,1,2,5,2,10,X,1
15074,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
15084,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,10,4,1
15085,S92000003,P,1,1,5,2,2,1,1,1,1,3,1,11,X,3
15086,S92000003,P,2,2,4,4,2,1,1,1,1,1,2,10,2,1
15088,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
15089,S92000003,P,2,1,2,1,1,1,1,1,1,6,X,X,X,1
15090,S92000003,P,2,2,2,1,2,1,1,1,2,1,6,11,3,3
15091,S92000003,P,1,2,4,3,2,2,4,1,1,1,6,12,4,3
15095,S92000003,P,1,2,6,2,2,1,3,1,2,8,6,11,X,3
15096,S92000003,P,2,2,2,1,1,1,1,1,1,6,X,X,X,3
15100,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
15101,S92000003,P,0,1,5,4,2,1,1,1,9,2,3,10,4,2
15104,S92000003,P,0,2,8,5,2,1,4,1,2,5,9,10,X,4
15105,S92000003,P,0,2,5,4,2,1,3,1,9,1,4,10,2,2
15109,S92000003,P,1,2,4,2,2,1,1,1,1,1,4,12,3,3
15116,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,10,2,4
15117,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15118,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
15120,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
15121,S92000003,P,0,2,7,5,2,1,1,1,2,5,2,11,X,1
15122,S92000003,P,1,1,6,2,2,1,3,1,2,1,4,13,2,2
15123,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,11,X,1
15124,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
15125,S92000003,P,1,1,1,1,1,1,2,1,9,X,X,X,X,X
15126,S92000003,P,1,1,5,2,2,1,1,1,9,1,1,11,3,1
15128,S92000003,P,0,1,6,4,2,1,3,1,9,3,9,10,X,4
15132,S92000003,P,1,2,4,2,2,1,2,1,1,1,2,10,3,1
15133,S92000003,P,1,2,3,1,1,1,2,1,2,6,6,11,X,2
15135,S92000003,P,0,1,3,1,2,1,1,1,2,2,5,13,3,3
15139,S92000003,P,1,2,6,2,2,1,2,1,2,1,3,11,3,2
15143,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
15146,S92000003,P,1,2,8,2,2,1,1,1,2,5,6,11,X,3
15147,S92000003,P,0,1,3,1,2,1,1,1,1,1,3,10,3,2
15149,S92000003,P,1,1,6,2,2,1,1,1,2,1,6,10,3,3
15155,S92000003,P,1,1,5,2,2,1,2,1,1,1,8,1,4,4
15160,S92000003,P,1,2,7,2,2,1,2,1,2,5,9,11,X,4
15162,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15163,S92000003,P,4,1,3,2,2,2,2,1,6,1,5,1,3,2
15164,S92000003,P,1,2,2,1,1,1,1,1,1,4,X,X,X,1
15167,S92000003,P,2,2,2,1,2,1,1,1,1,7,X,X,X,4
15168,S92000003,P,4,1,2,1,2,1,1,1,1,3,X,X,X,4
15170,S92000003,P,2,1,2,1,2,1,4,1,1,8,X,X,X,2
15171,S92000003,P,0,1,7,5,2,1,1,1,2,5,2,10,X,1
15174,S92000003,P,0,1,4,3,2,1,1,1,2,1,2,10,3,1
15175,S92000003,P,2,2,5,1,2,1,2,1,1,1,4,11,3,2
15176,S92000003,P,1,1,3,2,2,2,2,3,4,1,2,11,3,1
15177,S92000003,P,1,1,5,2,2,1,1,1,2,1,5,11,3,3
15179,S92000003,P,2,2,3,4,2,1,2,1,2,2,6,13,3,4
15180,S92000003,P,0,2,4,1,2,1,2,1,1,1,3,10,3,2
15183,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,10,2,1
15184,S92000003,P,2,2,3,1,2,1,1,1,1,1,6,12,1,3
15187,S92000003,P,1,2,7,2,2,1,2,1,9,5,6,10,X,4
15191,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15192,S92000003,P,2,2,4,1,2,1,2,1,1,1,6,10,1,2
15193,S92000003,P,2,2,4,3,2,1,2,1,1,8,8,13,X,3
15194,S92000003,P,2,2,2,1,1,1,1,1,1,6,6,13,X,2
15197,S92000003,P,4,2,5,4,2,1,1,1,1,1,4,10,3,2
15198,S92000003,P,4,2,6,2,2,2,2,1,2,1,9,1,3,4
15200,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
15205,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
15207,S92000003,P,1,2,7,2,2,2,2,4,2,1,2,10,3,2
15212,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15215,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15217,S92000003,P,1,1,4,2,2,1,1,1,1,1,3,11,3,2
15218,S92000003,P,1,1,6,2,2,1,1,1,9,5,2,10,X,1
15219,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,11,3,3
15221,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
15223,S92000003,P,1,1,5,2,2,1,3,1,1,1,9,11,3,4
15225,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
15228,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
15229,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15231,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
15233,S92000003,P,1,2,5,2,2,1,1,1,9,1,2,10,2,1
15235,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,11,X,2
15240,S92000003,P,1,1,6,2,2,1,4,1,2,5,2,11,X,2
15241,S92000003,P,3,1,4,1,2,1,2,1,2,3,6,11,X,4
15243,S92000003,P,0,1,7,1,2,1,4,1,2,5,3,11,X,2
15244,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
15245,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
15246,S92000003,P,1,1,5,2,2,1,1,1,2,2,2,11,4,1
15248,S92000003,P,1,2,3,1,1,1,1,1,1,4,2,11,3,3
15250,S92000003,P,1,1,6,2,2,1,2,1,1,1,2,11,3,1
15255,S92000003,P,1,2,3,2,2,1,1,1,1,2,6,11,4,3
15256,S92000003,P,1,2,5,2,2,1,2,1,2,1,4,10,1,2
15259,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
15261,S92000003,P,0,1,3,1,2,1,3,1,2,1,6,13,3,3
15262,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,11,3,2
15263,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15266,S92000003,P,3,1,4,1,2,1,3,1,1,1,2,10,3,1
15267,S92000003,P,3,1,1,1,1,1,1,1,1,X,X,X,X,X
15268,S92000003,P,1,2,5,2,2,1,2,1,2,1,3,11,2,3
15269,S92000003,P,2,2,3,1,2,1,4,1,1,8,X,X,X,2
15276,S92000003,P,1,2,4,2,2,1,2,1,2,1,6,10,2,2
15277,S92000003,P,1,2,8,2,2,1,1,1,2,5,X,X,X,4
15278,S92000003,P,4,1,1,1,2,1,2,1,1,X,X,X,X,X
15281,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
15282,S92000003,P,4,2,2,1,2,1,2,1,9,7,X,X,X,4
15285,S92000003,P,4,2,8,4,2,1,2,1,2,5,6,11,X,4
15287,S92000003,P,1,1,3,2,2,1,1,1,2,1,1,12,3,2
15288,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,10,3,3
15289,S92000003,P,1,2,2,1,2,1,1,1,1,1,2,10,3,2
15291,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,4
15292,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15293,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15294,S92000003,P,1,2,3,2,2,1,1,1,1,2,6,11,3,2
15295,S92000003,P,2,2,3,1,2,1,1,1,1,1,7,11,2,4
15297,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
15298,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15299,S92000003,P,1,1,1,1,2,1,2,1,2,X,X,X,X,X
15300,S92000003,P,1,1,2,1,1,1,3,1,2,6,X,X,X,2
15302,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15304,S92000003,P,2,1,5,1,2,1,1,1,1,1,3,13,3,2
15306,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15308,S92000003,P,4,2,3,1,2,1,1,1,1,1,6,11,2,4
15310,S92000003,P,1,2,5,2,2,1,3,1,1,2,3,11,2,2
15312,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
15313,S92000003,P,0,1,7,1,2,1,1,1,2,5,2,10,X,1
15314,S92000003,C,X,2,2,1,1,2,1,3,1,6,X,X,X,X
15315,S92000003,P,0,2,4,1,2,1,1,1,1,1,2,11,4,1
15316,S92000003,P,0,2,8,5,2,1,2,1,2,5,X,X,X,4
15317,S92000003,P,3,2,2,1,2,1,1,1,2,1,6,11,3,4
15319,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
15320,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,10,4,1
15321,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,10,4,1
15322,S92000003,P,1,2,1,1,2,2,2,1,1,X,X,X,X,X
15329,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15330,S92000003,P,1,2,4,2,2,1,1,1,2,7,2,11,X,1
15331,S92000003,P,0,2,3,1,2,2,1,1,2,1,9,1,3,4
15340,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
15344,S92000003,P,4,1,2,1,1,2,1,4,2,4,X,X,X,2
15345,S92000003,P,0,2,7,1,2,1,3,1,2,8,X,X,X,4
15346,S92000003,P,2,2,3,1,2,1,1,1,1,1,6,13,2,2
15347,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
15348,S92000003,P,0,1,8,1,2,1,1,1,2,5,5,12,X,3
15351,S92000003,P,0,2,7,4,2,1,2,1,2,5,8,11,X,4
15354,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
15358,S92000003,P,1,2,2,1,2,1,1,1,2,9,X,X,X,2
15359,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15364,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15371,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,11,X,2
15374,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,2
15375,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
15382,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
15384,S92000003,P,2,2,1,1,1,1,3,1,1,X,X,X,X,X
15385,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
15388,S92000003,P,2,2,2,1,2,1,2,1,1,9,X,X,X,4
15390,S92000003,P,0,2,8,5,2,1,2,1,2,9,X,X,X,4
15391,S92000003,P,0,2,7,5,2,1,3,1,2,5,2,10,X,1
15393,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,11,2,1
15398,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,11,X,1
15401,S92000003,P,3,1,1,1,1,1,1,1,2,X,X,X,X,X
15402,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,13,X,2
15403,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
15404,S92000003,C,X,2,2,1,1,1,1,1,9,6,9,1,X,X
15405,S92000003,C,X,1,2,1,1,1,1,1,1,6,X,X,X,X
15407,S92000003,P,0,1,4,4,2,1,5,1,2,8,X,X,X,4
15408,S92000003,P,1,2,6,2,2,1,1,1,2,1,9,11,2,3
15411,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15414,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
15415,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
15416,S92000003,P,1,2,5,2,2,1,2,1,1,1,4,11,1,4
15418,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15420,S92000003,P,3,1,1,1,1,1,2,1,2,X,X,X,X,X
15421,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,2
15427,S92000003,P,1,2,7,2,2,1,1,1,2,5,2,11,X,3
15430,S92000003,P,1,1,5,2,2,1,1,1,9,1,2,10,3,1
15435,S92000003,P,0,2,7,4,2,1,3,1,2,1,9,1,1,4
15437,S92000003,P,1,2,7,2,2,1,1,1,1,5,2,10,X,2
15438,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,11,3,2
15439,S92000003,P,0,2,7,4,2,1,2,1,9,5,2,11,X,1
15440,S92000003,P,1,2,4,2,2,1,3,1,2,2,1,1,1,3
15441,S92000003,P,0,1,3,1,2,1,3,1,1,1,8,1,3,4
15443,S92000003,P,1,2,6,2,2,1,1,1,2,5,1,10,X,2
15444,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
15446,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
15447,S92000003,P,2,2,1,1,2,1,1,1,9,X,X,X,X,X
15448,S92000003,P,1,1,6,2,2,1,2,1,2,1,5,1,3,3
15449,S92000003,P,1,2,4,2,2,1,2,1,2,1,3,12,2,3
15450,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15451,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
15452,S92000003,P,1,1,6,2,2,1,2,1,2,1,9,1,3,4
15453,S92000003,P,1,2,2,1,1,1,2,1,1,6,X,X,X,4
15454,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
15456,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,2,1
15458,S92000003,P,1,2,8,2,2,1,2,1,1,5,2,10,X,1
15461,S92000003,P,1,2,7,2,2,1,3,1,2,5,9,1,X,4
15462,S92000003,P,4,1,1,1,1,1,1,1,9,X,X,X,X,X
15464,S92000003,P,0,2,8,5,2,1,2,1,2,5,5,1,X,4
15466,S92000003,C,X,1,8,1,2,1,5,1,1,5,X,X,X,X
15469,S92000003,P,2,2,4,3,2,1,1,1,2,1,9,11,1,3
15470,S92000003,P,1,1,7,2,2,1,3,1,9,1,3,1,4,1
15472,S92000003,P,1,2,5,2,2,1,1,1,1,1,2,10,3,1
15473,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15474,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15475,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
15477,S92000003,P,0,1,8,5,2,1,3,1,9,5,5,1,X,4
15481,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,2,4
15483,S92000003,P,0,2,8,5,2,1,2,1,2,5,2,11,X,2
15485,S92000003,P,1,2,6,2,2,1,1,1,1,5,2,10,X,1
15487,S92000003,P,1,1,8,2,2,1,2,1,2,5,5,1,X,4
15489,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
15490,S92000003,P,2,2,2,1,2,1,1,1,1,1,6,11,2,4
15491,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15492,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
15495,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
15496,S92000003,P,1,2,7,2,2,1,3,1,2,8,2,11,X,3
15498,S92000003,P,1,1,6,2,2,2,1,1,2,1,2,10,3,1
15500,S92000003,P,0,2,3,1,2,1,1,1,2,2,6,13,3,3
15502,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15504,S92000003,P,4,2,2,1,1,1,3,1,2,6,X,X,X,2
15505,S92000003,P,1,2,7,2,2,1,1,1,2,5,3,11,X,1
15506,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
15507,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
15508,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,1
15509,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
15513,S92000003,P,2,2,3,1,2,1,1,1,2,1,2,11,3,1
15514,S92000003,P,1,1,3,1,2,1,1,1,9,1,6,10,3,4
15515,S92000003,P,2,2,3,1,2,1,1,1,1,1,2,11,2,3
15517,S92000003,P,4,2,2,1,2,1,2,1,1,8,X,X,X,4
